"id","targetLabel","targetID","taskType","hasLabel","P279","hasColor","P462","hasShape","P1419","HasMaterial","P186","hasPart","P527","hasCertainty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q81727_Q386215_2.jpg","mug","Q386215","refinement","cup","Q81727","gray","Q1411452",,,"ceramic","Q45621","handle","Q200266",0.93,,,,,,,,,,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93,"cup_mug.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"ceramic","Q45621","handle","Q200266",0.93
"Q81727_Q386215_3.jpg","mug","Q386215","refinement","cup","Q81727","black","Q23445",,,"ceramic","Q45621","handle","Q200266",0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q81727_Q386215_4.jpg","mug","Q386215","refinement","cup","Q81727","red","Q3142",,,"ceramic","Q45621","handle","Q200266",0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q81727_Q386215_5.jpg","mug","Q386215","refinement","cup","Q81727","gray","Q1411452",,,"metal","Q45621","handle","Q200266",0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q81727_Q386215_6.jpg","mug","Q386215","refinement","cup","Q81727","white","Q23447",,,"metal","Q45621","handle","Q200266",0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_1.jpg","office_chair","Q1021686","refinement","chair","Q15026","black","Q23445",,,"metal","Q11426","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_2.jpg","office_chair","Q1021686","refinement","chair","Q15026","gray","Q1411452",,,"metal","Q11426","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_7.jpg","office_chair","Q1021686","refinement","chair","Q15026","gray","Q125053642",,,"metal","Q11426","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_3.jpg","office_chair","Q1021686","refinement","chair","Q15026","black","Q23445",,,"textile","Q28823","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_4.jpg","office_chair","Q1021686","refinement","chair","Q15026","gray","Q1411452",,,"textile","Q28823","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_8.jpg","office_chair","Q1021686","refinement","chair","Q15026","gray","Q125053642",,,"textile","Q28823","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_5.jpg","office_chair","Q1021686","refinement","chair","Q15026","black","Q23445",,,"plastic","Q11474","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_6.jpg","office_chair","Q1021686","refinement","chair","Q15026","gray","Q1411452",,,"plastic","Q11474","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q15026_Q1021686_9.jpg","office_chair","Q1021686","refinement","chair","Q15026","gray","Q125053642",,,"plastic","Q11474","wheel","Q446",0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q494259_1.jpg","Gala","Q494259","refinement","apple","Q89","red","Q3142","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q506040_1.jpg","Granny Smith","Q506040","refinement","apple","Q89","green","Q373787","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q201996_1.jpg","Golden Delicious","Q201996","refinement","apple","Q89","yellow","Q899295","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q201996_2.jpg","Golden Delicious","Q201996","refinement","apple","Q89","yellow","Q1627085","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q201996_3.jpg","Golden Delicious","Q201996","refinement","apple","Q89","yellow","Q2293227","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q201996_4.jpg","Golden Delicious","Q201996","refinement","apple","Q89","yellow","Q3762375","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q506040_2.jpg","Granny Smith","Q506040","refinement","apple","Q89","green","Q4001278","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q506040_3.jpg","Granny Smith","Q506040","refinement","apple","Q89","green","Q3899621","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q494259_2.jpg","Gala","Q494259","refinement","apple","Q89","green","Q373787","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Q89_Q494259_3.jpg","Gala","Q494259","refinement","apple","Q89","red","Q3941700","round","Q12507","organic","Q4914589",,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
